"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","NL","Netherlands",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","NO","Norway",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","SE","Sweden",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W30","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","EU31_UKX","EU/EEA",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","FR","France",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","NO","Norway",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","SE","Sweden",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W31","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","EU31_UKX","EU/EEA",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","FR","France",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","NO","Norway",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","SE","Sweden",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W32","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","DK","Denmark",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","EU31_UKX","EU/EEA",10.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","FR","France",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","HR","Croatia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","LV","Latvia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","NL","Netherlands",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","NO","Norway",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","SE","Sweden",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W33","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","DK","Denmark",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","EU31_UKX","EU/EEA",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","FR","France",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","HR","Croatia",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","NL","Netherlands",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","NO","Norway",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","SE","Sweden",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W34","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","DK","Denmark",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","EU31_UKX","EU/EEA",8.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","FR","France",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","HR","Croatia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","NL","Netherlands",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","NO","Norway",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","SE","Sweden",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","SI","Slovenia",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W35","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","DK","Denmark",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","EU31_UKX","EU/EEA",37.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","FR","France",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","HR","Croatia",17.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","NL","Netherlands",13.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","NO","Norway",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","SE","Sweden",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W36","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","BE","Belgium",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","DE","Germany",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","DK","Denmark",19.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","EU31_UKX","EU/EEA",70.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","FR","France",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","HR","Croatia",43.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","NL","Netherlands",3.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","NO","Norway",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","SE","Sweden",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W37","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","DK","Denmark",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","EU31_UKX","EU/EEA",45.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","FR","France",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","HR","Croatia",24.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","IT","Italy",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","NL","Netherlands",2.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","NO","Norway",4.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","SE","Sweden",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W38","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","DK","Denmark",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","EU31_UKX","EU/EEA",26.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","FR","France",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","HR","Croatia",14.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","IT","Italy",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","NL","Netherlands",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","NO","Norway",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","SE","Sweden",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W39","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","CZ","Czechia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","DK","Denmark",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","EE","Estonia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","EU31_UKX","EU/EEA",70.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","FI","Finland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","FR","France",10.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","HR","Croatia",16.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","HU","Hungary",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","IE","Ireland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","NL","Netherlands",23.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","NO","Norway",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","PT","Portugal",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","SE","Sweden",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","SI","Slovenia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W40","SK","Slovakia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","AT","Austria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","BE","Belgium",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","BG","Bulgaria",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","CZ","Czechia",5.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","DE","Germany",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","DK","Denmark",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","EL","Greece",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","ES","Spain",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","EU31_UKX","EU/EEA",80.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","FI","Finland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","FR","France",6.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","HR","Croatia",9.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","IE","Ireland",1.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","IS","Iceland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","LT","Lithuania",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","LU","Luxembourg",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","LV","Latvia",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","NL","Netherlands",39.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","NO","Norway",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","PL","Poland",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","PT","Portugal",0.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","SE","Sweden",7.000000000,""
"Influenza","Influenza virus detections non-sentinel","Positive specimens","N","2021-W41","SI","Slovenia",0.000000000,""
